function_id,UI_function,canonical_operations,access,dashboard_target,dashboard_observed,object_panel,chat_target,validation_contract,audit_event,source_ref
ui.test.export,Exportovat evidence,selfTest.evidence.export,OWNER_FULL,dashboard.drawer.tests-api,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > tests-api > test.export,CANONICAL_COMMAND,"[""closure/contracts/operation-payloads.json#/records/9/requestSchema""]","{""selfTest.evidence.export"": ""Every admission, transition, child reservation, outcome and manual-review decision records logicalOperationId, correlationId, actor/channel and before/after digests.""}",ui/contracts/ui-control-registry.json#/pages/16/actions/4
ui.security.mfaEnroll,Nastavit MFA,owner.mfa.enroll,OWNER_FULL,dashboard.drawer.security,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > security > security.mfaEnroll,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0015""]}]","{""owner.mfa.enroll"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/17/actions/0
ui.security.mfaReset,Resetovat MFA,owner.mfa.reset,OWNER_FULL,dashboard.drawer.security,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > security > security.mfaReset,CANONICAL_COMMAND,"[""closure/contracts/operation-payloads.json#/records/0/requestSchema""]","{""owner.mfa.reset"": ""Every admission, transition, child reservation, outcome and manual-review decision records logicalOperationId, correlationId, actor/channel and before/after digests.""}",ui/contracts/ui-control-registry.json#/pages/17/actions/1
ui.security.recovery,Zobrazit recovery stav,owner.security.read,OWNER_FULL,dashboard.drawer.security,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > security > security.recovery,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0014""]}]","{""owner.security.read"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/17/actions/2
ui.security.revokeSession,Revokovat relaci,owner.session.revoke,OWNER_FULL,dashboard.drawer.security,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > security > security.revokeSession,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0019""]}]","{""owner.session.revoke"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/17/actions/3
ui.security.revokeOthers,Odhlásit ostatní relace,owner.session.revokeOthers,OWNER_FULL,dashboard.drawer.security,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > security > security.revokeOthers,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0020""]}]","{""owner.session.revokeOthers"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/17/actions/4
ui.security.revokeAll,Odhlásit všechny relace,owner.session.revokeAll,OWNER_FULL,dashboard.drawer.security,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > security > security.revokeAll,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0021""]}]","{""owner.session.revokeAll"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/17/actions/5
ui.security.changePassword,Změnit heslo v aplikaci,,OWNER_FULL,dashboard.drawer.security,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > security > security.changePassword,UNAVAILABLE,[],{},ui/contracts/ui-control-registry.json#/pages/17/actions/6
ui.release.open,Otevřít release,release.read,OWNER_FULL,dashboard.drawer.releases,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > releases > release.open,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0469""]}]","{""release.read"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/18/actions/0
ui.release.activate,Aktivovat,release.activate,OWNER_FULL,dashboard.drawer.releases,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > releases > release.activate,CANONICAL_COMMAND,"[""closure/contracts/operation-payloads.json#/records/10/requestSchema""]","{""release.activate"": ""Every admission, transition, child reservation, outcome and manual-review decision records logicalOperationId, correlationId, actor/channel and before/after digests.""}",ui/contracts/ui-control-registry.json#/pages/18/actions/1
ui.release.rollback,Rollback,release.rollback,OWNER_FULL,dashboard.drawer.releases,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > releases > release.rollback,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0470""]}]","{""release.rollback"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/18/actions/2
ui.release.backup,Spustit backup,backup.create,OWNER_FULL,dashboard.drawer.releases,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > releases > release.backup,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0473""]}]","{""backup.create"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/18/actions/3
ui.release.restore,Obnovit ze zálohy,backup.restore,OWNER_FULL,dashboard.drawer.releases,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > releases > release.restore,CANONICAL_COMMAND,"[""closure/contracts/operation-payloads.json#/records/11/requestSchema""]","{""backup.restore"": ""Every admission, transition, child reservation, outcome and manual-review decision records logicalOperationId, correlationId, actor/channel and before/after digests.""}",ui/contracts/ui-control-registry.json#/pages/18/actions/4
ui.release.acceptance,Spustit acceptance,acceptance.run.start,OWNER_FULL,dashboard.drawer.releases,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > releases > release.acceptance,CANONICAL_COMMAND,"[""closure/contracts/operation-payloads.json#/records/12/requestSchema""]","{""acceptance.run.start"": ""Every admission, transition, child reservation, outcome and manual-review decision records logicalOperationId, correlationId, actor/channel and before/after digests.""}",ui/contracts/ui-control-registry.json#/pages/18/actions/5
